policy,scenario,distribution_family,n,level,total_replications,conditional_denominator,classification_rate,classification_ci95_lower,classification_ci95_upper,type_i_error,type_i_ci95_lower,type_i_ci95_upper,ci_coverage,coverage_ci95_lower,coverage_ci95_upper,denominator_sufficient,confirmatory_cell,operating_region
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,100,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,,False,True,false_safe
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,100,insufficient,5000,3029,0.6058,0.5921785147948807,0.6192590394735452,0.053813139650049524,0.04632768247223353,0.062428895574860095,0.9461868603499505,0.9375711044251399,0.9536723175277665,True,True,false_insufficient
v3_scenario_context,contamination_symmetric_eps_0p05,normal_contamination_symmetric,100,acceptable,5000,115,0.023,0.019196646091299507,0.027535741564284996,0.0782608695652174,0.041717707746864535,0.14206881791038214,0.9217391304347826,0.8579311820896179,0.9582822922531354,False,True,false_safe
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,200,insufficient,200,145,0.725,0.6593166064233035,0.7822029967069265,0.05517241379310345,0.028218774309542574,0.10508722106232939,0.9448275862068966,0.8949127789376705,0.9717812256904574,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_symmetric_eps_0p05,normal_contamination_symmetric,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,500,insufficient,200,174,0.87,0.8163364812775159,0.9097179772033067,0.05747126436781609,0.031513445001219616,0.10254673972056624,0.9425287356321839,0.8974532602794337,0.9684865549987803,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_symmetric_eps_0p05,normal_contamination_symmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,750,insufficient,200,180,0.9,0.8505941875672826,0.9343295513309041,0.05555555555555555,0.030453273623977817,0.09923161341745598,0.9444444444444444,0.9007683865825439,0.9695467263760221,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_symmetric_eps_0p05,normal_contamination_symmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p05,normal_contamination_symmetric,2000,insufficient,200,196,0.98,0.9497129130941735,0.9921955735836505,0.061224489795918366,0.03536638961149956,0.10395134247969086,0.9387755102040817,0.8960486575203093,0.9646336103885005,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p05,normal_contamination_symmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_symmetric_eps_0p05,normal_contamination_symmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p1,normal_contamination_symmetric,5,insufficient,200,113,0.565,0.49570736259794607,0.6318427449730093,0.008849557522123894,0.0015638760684392287,0.0484308679175844,0.9911504424778761,0.9515691320824156,0.9984361239315607,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,5,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p1,normal_contamination_symmetric,8,insufficient,200,109,0.545,0.47578611372488105,0.6125178069011651,0.03669724770642202,0.014361701565631893,0.09057720071770607,0.963302752293578,0.9094227992822939,0.9856382984343681,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,8,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p1,normal_contamination_symmetric,10,acceptable,200,74,0.37,0.30612608409859116,0.4387737007594981,0.06756756756756757,0.029204086165362186,0.1486119392585393,0.9324324324324325,0.8513880607414608,0.9707959138346378,False,False,false_safe
v2,contamination_symmetric_eps_0p1,normal_contamination_symmetric,10,insufficient,200,126,0.63,0.5612262992405018,0.6938739159014088,0.023809523809523808,0.008129952024257238,0.0676660141492651,0.9761904761904762,0.9323339858507348,0.9918700479757426,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_symmetric_eps_0p1,normal_contamination_symmetric,10,acceptable,200,54,0.27,0.21323449814685846,0.33543435198668425,0.09259259259259259,0.04020113475702944,0.19909882590962688,0.9074074074074074,0.8009011740903732,0.9597988652429706,False,False,false_safe
v2,contamination_symmetric_eps_0p1,normal_contamination_symmetric,15,insufficient,200,136,0.68,0.6124810156588646,0.7407346668453195,0.014705882352941176,0.004042191463735811,0.0520317288659177,0.9852941176470589,0.9479682711340823,0.9959578085362643,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,15,insufficient,200,46,0.23,0.17709343259068805,0.2930830436530359,0.0,0.0,0.07707356308558039,1.0,0.9229264369144198,1.0000000000000002,False,False,false_insufficient
v2,contamination_symmetric_eps_0p1,normal_contamination_symmetric,20,insufficient,200,165,0.825,0.7663556885175099,0.8713948493372666,0.03636363636363636,0.016770425100627574,0.07705403561738483,0.9636363636363636,0.9229459643826151,0.9832295748993723,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,20,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,20,insufficient,200,72,0.36,0.2966919730456654,0.42858471833996925,0.0,0.0,0.05065117259645781,1.0,0.9493488274035422,1.0,False,False,false_insufficient
v2,contamination_symmetric_eps_0p1,normal_contamination_symmetric,30,insufficient,200,184,0.92,0.874010511732856,0.9501594141102401,0.02717391304347826,0.011661718017993986,0.06202520342945188,0.9728260869565217,0.9379747965705482,0.988338281982006,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,30,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,30,insufficient,200,91,0.455,0.387482193098835,0.524213886275119,0.03296703296703297,0.011274406767682599,0.0924930694296231,0.967032967032967,0.907506930570377,0.9887255932323175,False,False,false_insufficient
v3_scenario_context,contamination_symmetric_eps_0p1,normal_contamination_symmetric,30,acceptable,200,11,0.055,0.03098534170345884,0.0957869987723084,0.09090909090909091,0.016232172885884855,0.37735843645159567,0.9090909090909091,0.6226415635484043,0.9837678271141151,False,False,false_safe
v2,contamination_symmetric_eps_0p1,normal_contamination_symmetric,40,acceptable,200,7,0.035,0.017055542008567192,0.07047061152229073,0.14285714285714285,0.02567962434474355,0.5131278292743189,0.8571428571428571,0.4868721707256811,0.9743203756552565,False,False,false_safe
v2,contamination_symmetric_eps_0p1,normal_contamination_symmetric,40,insufficient,200,191,0.955,0.9167032959981803,0.976147456998507,0.02617801047120419,0.01123237628656731,0.05980722126352053,0.9738219895287958,0.9401927787364796,0.9887676237134327,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,40,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,40,insufficient,200,102,0.51,0.44118587678458643,0.5784372166878682,0.029411764705882353,0.0100524482029039,0.08293057499376733,0.9705882352941176,0.9170694250062327,0.989947551797096,False,False,false_insufficient
v3_scenario_context,contamination_symmetric_eps_0p1,normal_contamination_symmetric,40,acceptable,200,5,0.025,0.010724719651761264,0.05717834040664198,0.2,0.03622410863243014,0.6244653702374747,0.8,0.37553462976252533,0.9637758913675698,False,False,false_safe
v2,contamination_symmetric_eps_0p1,normal_contamination_symmetric,50,insufficient,200,192,0.96,0.923067931799067,0.9795943679338476,0.03125,0.014399282241477667,0.06648991719610431,0.96875,0.9335100828038957,0.9856007177585223,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,50,insufficient,200,96,0.48,0.411791663783233,0.5489621492718576,0.041666666666666664,0.01632070753628833,0.10228191466658104,0.9583333333333334,0.8977180853334191,0.9836792924637118,False,False,false_insufficient
v2,contamination_symmetric_eps_0p1,normal_contamination_symmetric,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p1,normal_contamination_symmetric,80,insufficient,200,195,0.975,0.942821659593358,0.9892752803482386,0.035897435897435895,0.017495563557414016,0.07223149299562964,0.9641025641025641,0.9277685070043703,0.982504436442586,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,80,insufficient,200,86,0.43,0.36334322333434416,0.4992951223584731,0.05813953488372093,0.025086935621079658,0.12897844802678554,0.9418604651162791,0.8710215519732145,0.9749130643789203,False,False,false_insufficient
v3_scenario_context,contamination_symmetric_eps_0p1,normal_contamination_symmetric,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p1,normal_contamination_symmetric,100,acceptable,5000,5,0.001,0.00042721349110879964,0.002338953050058211,0.2,0.03622410863243014,0.6244653702374747,0.8,0.37553462976252533,0.9637758913675698,False,True,false_safe
v2,contamination_symmetric_eps_0p1,normal_contamination_symmetric,100,insufficient,5000,4948,0.9896,0.9863882308917424,0.9920600353636577,0.048100242522231204,0.04248067706870444,0.054420942825840965,0.9518997574777688,0.945579057174159,0.9575193229312956,True,True,false_insufficient
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,100,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,,False,True,false_safe
v3_scenario_context,contamination_symmetric_eps_0p1,normal_contamination_symmetric,100,acceptable,5000,5,0.001,0.00042721349110879964,0.002338953050058211,0.2,0.03622410863243014,0.6244653702374747,0.8,0.37553462976252533,0.9637758913675698,False,True,false_safe
v2,contamination_symmetric_eps_0p1,normal_contamination_symmetric,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_symmetric_eps_0p1,normal_contamination_symmetric,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p1,normal_contamination_symmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p1,normal_contamination_symmetric,500,insufficient,200,54,0.27,0.21323449814685846,0.33543435198668425,0.037037037037037035,0.01021636794844559,0.12535176917275476,0.9629629629629629,0.8746482308272452,0.9897836320515545,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_symmetric_eps_0p1,normal_contamination_symmetric,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p1,normal_contamination_symmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,contamination_symmetric_eps_0p1,normal_contamination_symmetric,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p1,normal_contamination_symmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,contamination_symmetric_eps_0p1,normal_contamination_symmetric,2000,insufficient,200,27,0.135,0.09446570454787906,0.18929138370752552,0.0,0.0,0.12455502974186705,1.0,0.8754449702581328,0.9999999999999998,False,False,false_insufficient
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,contamination_symmetric_eps_0p1,normal_contamination_symmetric,2000,insufficient,200,1,0.005,0.0008831687156009814,0.02777370439789293,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0,False,False,false_insufficient
v3_scenario_context,contamination_symmetric_eps_0p1,normal_contamination_symmetric,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,gamma_shape_2,gamma,5,acceptable,200,113,0.565,0.49570736259794607,0.6318427449730093,0.07079646017699115,0.036307708145227546,0.13350751858129759,0.9292035398230089,0.8664924814187024,0.9636922918547725,False,False,false_safe
v3_default,gamma_shape_2,gamma,5,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
