policy,scenario,distribution_family,n,level,total_replications,conditional_denominator,classification_rate,classification_ci95_lower,classification_ci95_upper,type_i_error,type_i_ci95_lower,type_i_ci95_upper,ci_coverage,coverage_ci95_lower,coverage_ci95_upper,denominator_sufficient,confirmatory_cell,operating_region
v2,lognormal_sigma_0.50,lognormal,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,lognormal_sigma_0.50,lognormal,2000,insufficient,200,22,0.11,0.07377244460125303,0.1609269099730149,0.0,0.0,0.14865487460862087,1.0,0.8513451253913791,1.0,False,False,false_insufficient
v3_default,lognormal_sigma_0.50,lognormal,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,lognormal_sigma_0.50,lognormal,2000,insufficient,200,82,0.41,0.34415674908482885,0.4792354096630791,0.024390243902439025,0.006714370331163358,0.08463378391063939,0.975609756097561,0.9153662160893606,0.9932856296688367,False,False,false_insufficient
v3_scenario_context,lognormal_sigma_0.50,lognormal,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,lognormal_sigma_0.50,lognormal,2000,insufficient,200,82,0.41,0.34415674908482885,0.4792354096630791,0.024390243902439025,0.006714370331163358,0.08463378391063939,0.975609756097561,0.9153662160893606,0.9932856296688367,False,False,false_insufficient
v2,lognormal_sigma_1.00,lognormal,5,acceptable,200,88,0.44,0.37297819251185865,0.5092832466534134,0.25,0.17128323377232502,0.34963029956012115,0.75,0.6503697004398789,0.828716766227675,False,False,false_safe
v3_default,lognormal_sigma_1.00,lognormal,5,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,lognormal_sigma_1.00,lognormal,5,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,lognormal_sigma_1.00,lognormal,8,acceptable,200,77,0.385,0.32033309726923215,0.45400132779753916,0.3246753246753247,0.23059379328779073,0.4354191610320238,0.6753246753246753,0.5645808389679762,0.7694062067122093,False,False,false_safe
v3_default,lognormal_sigma_1.00,lognormal,8,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,lognormal_sigma_1.00,lognormal,8,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,lognormal_sigma_1.00,lognormal,10,acceptable,200,49,0.245,0.1905686808903718,0.30904243556203415,0.3469387755102041,0.22924392834538948,0.48688805713027256,0.6530612244897959,0.5131119428697273,0.7707560716546102,False,False,false_safe
v3_default,lognormal_sigma_1.00,lognormal,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,lognormal_sigma_1.00,lognormal,10,insufficient,200,1,0.005,0.0008831687156009814,0.02777370439789293,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0,False,False,false_insufficient
v3_scenario_context,lognormal_sigma_1.00,lognormal,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,lognormal_sigma_1.00,lognormal,10,insufficient,200,1,0.005,0.0008831687156009814,0.02777370439789293,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0,False,False,false_insufficient
v2,lognormal_sigma_1.00,lognormal,15,acceptable,200,27,0.135,0.09446570454787906,0.18929138370752552,0.2222222222222222,0.10607239452360037,0.4075692886663257,0.7777777777777778,0.5924307113336742,0.8939276054763996,False,False,false_safe
v3_default,lognormal_sigma_1.00,lognormal,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,lognormal_sigma_1.00,lognormal,15,insufficient,200,30,0.15,0.10713593562241995,0.20605579284166659,0.0,0.0,0.11351339317396876,1.0,0.8864866068260312,0.9999999999999999,False,False,false_insufficient
v3_scenario_context,lognormal_sigma_1.00,lognormal,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,lognormal_sigma_1.00,lognormal,15,insufficient,200,30,0.15,0.10713593562241995,0.20605579284166659,0.0,0.0,0.11351339317396876,1.0,0.8864866068260312,0.9999999999999999,False,False,false_insufficient
v2,lognormal_sigma_1.00,lognormal,20,acceptable,200,22,0.11,0.07377244460125303,0.1609269099730149,0.22727272727272727,0.10123039985248516,0.4343995317522171,0.7727272727272727,0.5656004682477829,0.8987696001475147,False,False,false_safe
v3_default,lognormal_sigma_1.00,lognormal,20,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,lognormal_sigma_1.00,lognormal,20,insufficient,200,51,0.255,0.1996049517203135,0.3196292582045472,0.0196078431372549,0.0034696926410608536,0.10304568726144975,0.9803921568627451,0.8969543127385502,0.9965303073589391,False,False,false_insufficient
v3_scenario_context,lognormal_sigma_1.00,lognormal,20,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,lognormal_sigma_1.00,lognormal,20,insufficient,200,51,0.255,0.1996049517203135,0.3196292582045472,0.0196078431372549,0.0034696926410608536,0.10304568726144975,0.9803921568627451,0.8969543127385502,0.9965303073589391,False,False,false_insufficient
v2,lognormal_sigma_1.00,lognormal,30,acceptable,10000,460,0.046,0.04206559125734039,0.05028307926323395,0.3826086956521739,0.33933981581774275,0.4278220065114051,0.6173913043478261,0.5721779934885949,0.6606601841822572,True,True,false_safe
v3_default,lognormal_sigma_1.00,lognormal,30,acceptable,10000,0,0.0,0.0,0.00038399837067659573,,,,,,,False,True,false_safe
v3_default,lognormal_sigma_1.00,lognormal,30,insufficient,10000,3535,0.3535,0.3441881562555999,0.3629243552670082,0.03790664780763791,0.032096363820560546,0.04472014858440158,0.9620933521923621,0.9552798514155985,0.9679036361794395,True,True,false_insufficient
v3_scenario_context,lognormal_sigma_1.00,lognormal,30,acceptable,10000,0,0.0,0.0,0.00038399837067659573,,,,,,,False,True,false_safe
v3_scenario_context,lognormal_sigma_1.00,lognormal,30,insufficient,10000,3535,0.3535,0.3441881562555999,0.3629243552670082,0.03790664780763791,0.032096363820560546,0.04472014858440158,0.9620933521923621,0.9552798514155985,0.9679036361794395,True,True,false_insufficient
v2,lognormal_sigma_1.00,lognormal,40,acceptable,200,5,0.025,0.010724719651761264,0.05717834040664198,0.6,0.2307242812760128,0.882379225767352,0.4,0.11762077423264783,0.769275718723987,False,False,false_safe
v3_default,lognormal_sigma_1.00,lognormal,40,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,lognormal_sigma_1.00,lognormal,40,insufficient,200,90,0.45,0.3826406840224836,0.5192438486152432,0.044444444444444446,0.01741724185270873,0.10876855032812233,0.9555555555555556,0.8912314496718777,0.9825827581472913,False,False,false_insufficient
v3_scenario_context,lognormal_sigma_1.00,lognormal,40,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,lognormal_sigma_1.00,lognormal,40,insufficient,200,90,0.45,0.3826406840224836,0.5192438486152432,0.044444444444444446,0.01741724185270873,0.10876855032812233,0.9555555555555556,0.8912314496718777,0.9825827581472913,False,False,false_insufficient
v2,lognormal_sigma_1.00,lognormal,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,lognormal_sigma_1.00,lognormal,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,lognormal_sigma_1.00,lognormal,50,insufficient,200,113,0.565,0.49570736259794607,0.6318427449730093,0.035398230088495575,0.013850178551374819,0.08749620089486373,0.9646017699115044,0.9125037991051361,0.9861498214486251,False,False,false_insufficient
v3_scenario_context,lognormal_sigma_1.00,lognormal,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,lognormal_sigma_1.00,lognormal,50,insufficient,200,113,0.565,0.49570736259794607,0.6318427449730093,0.035398230088495575,0.013850178551374819,0.08749620089486373,0.9646017699115044,0.9125037991051361,0.9861498214486251,False,False,false_insufficient
v2,lognormal_sigma_1.00,lognormal,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,lognormal_sigma_1.00,lognormal,80,insufficient,200,175,0.875,0.8219857499741765,0.9138802552428735,0.045714285714285714,0.023343439021955972,0.08760096364357534,0.9542857142857143,0.9123990363564247,0.976656560978044,False,False,false_insufficient
v3_default,lognormal_sigma_1.00,lognormal,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,lognormal_sigma_1.00,lognormal,80,insufficient,200,161,0.805,0.7445595562538726,0.8539447946559949,0.049689440993788817,0.025390547575837065,0.09497637323791658,0.9503105590062112,0.9050236267620834,0.974609452424163,False,False,false_insufficient
v3_scenario_context,lognormal_sigma_1.00,lognormal,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,lognormal_sigma_1.00,lognormal,80,insufficient,200,161,0.805,0.7445595562538726,0.8539447946559949,0.049689440993788817,0.025390547575837065,0.09497637323791658,0.9503105590062112,0.9050236267620834,0.974609452424163,False,False,false_insufficient
v2,lognormal_sigma_1.00,lognormal,100,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,lognormal_sigma_1.00,lognormal,100,insufficient,200,171,0.855,0.7995133246921847,0.8971064935799559,0.06432748538011696,0.036295758204863575,0.11150361955710891,0.935672514619883,0.888496380442891,0.9637042417951364,False,False,false_insufficient
v3_default,lognormal_sigma_1.00,lognormal,100,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,lognormal_sigma_1.00,lognormal,100,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,lognormal_sigma_1.00,lognormal,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,lognormal_sigma_1.00,lognormal,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,lognormal_sigma_1.00,lognormal,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,lognormal_sigma_1.00,lognormal,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,lognormal_sigma_1.00,lognormal,500,insufficient,200,199,0.995,0.9722262956021069,0.9991168312843989,0.035175879396984924,0.017141766602341124,0.0708158872442793,0.964824120603015,0.9291841127557207,0.9828582333976589,False,False,false_insufficient
v3_default,lognormal_sigma_1.00,lognormal,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,lognormal_sigma_1.00,lognormal,500,insufficient,200,200,1.0,0.9811546736227335,1.0,0.035,0.017055542008567192,0.07047061152229073,0.965,0.9295293884777092,0.9829444579914328,True,False,false_insufficient
v3_scenario_context,lognormal_sigma_1.00,lognormal,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,lognormal_sigma_1.00,lognormal,500,insufficient,200,200,1.0,0.9811546736227335,1.0,0.035,0.017055542008567192,0.07047061152229073,0.965,0.9295293884777092,0.9829444579914328,True,False,false_insufficient
v2,lognormal_sigma_1.00,lognormal,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,lognormal_sigma_1.00,lognormal,750,insufficient,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507,True,False,false_insufficient
v3_default,lognormal_sigma_1.00,lognormal,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,lognormal_sigma_1.00,lognormal,750,insufficient,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507,True,False,false_insufficient
v3_scenario_context,lognormal_sigma_1.00,lognormal,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,lognormal_sigma_1.00,lognormal,750,insufficient,200,200,1.0,0.9811546736227335,1.0,0.045,0.023852543001492997,0.0832967040018196,0.955,0.9167032959981803,0.976147456998507,True,False,false_insufficient
v2,lognormal_sigma_1.00,lognormal,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,lognormal_sigma_1.00,lognormal,2000,insufficient,200,200,1.0,0.9811546736227335,1.0,0.03,0.013820314340111346,0.06389429245451925,0.97,0.9361057075454807,0.9861796856598887,True,False,false_insufficient
v3_default,lognormal_sigma_1.00,lognormal,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,lognormal_sigma_1.00,lognormal,2000,insufficient,200,200,1.0,0.9811546736227335,1.0,0.03,0.013820314340111346,0.06389429245451925,0.97,0.9361057075454807,0.9861796856598887,True,False,false_insufficient
v3_scenario_context,lognormal_sigma_1.00,lognormal,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,lognormal_sigma_1.00,lognormal,2000,insufficient,200,200,1.0,0.9811546736227335,1.0,0.03,0.013820314340111346,0.06389429245451925,0.97,0.9361057075454807,0.9861796856598887,True,False,false_insufficient
v2,mixture_distinct_means,normal_mixture,5,acceptable,200,97,0.485,0.41667385171877513,0.5538915080725428,0.09278350515463918,0.04958321848144811,0.1670088367716433,0.9072164948453608,0.8329911632283566,0.9504167815185518,False,False,false_safe
v3_default,mixture_distinct_means,normal_mixture,5,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,mixture_distinct_means,normal_mixture,5,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,mixture_distinct_means,normal_mixture,8,acceptable,200,130,0.65,0.5816346433604008,0.7127117587264192,0.06923076923076923,0.03684711914499425,0.12634191819174667,0.9307692307692308,0.8736580818082533,0.9631528808550058,False,False,false_safe
v3_default,mixture_distinct_means,normal_mixture,8,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,mixture_distinct_means,normal_mixture,8,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,mixture_distinct_means,normal_mixture,10,insufficient,200,69,0.345,0.2825979437674894,0.4132441074094632,0.043478260869565216,0.014895903896212308,0.12021202749379145,0.9565217391304348,0.8797879725062087,0.9851040961037877,False,False,false_insufficient
v3_default,mixture_distinct_means,normal_mixture,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,mixture_distinct_means,normal_mixture,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,mixture_distinct_means,normal_mixture,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,mixture_distinct_means,normal_mixture,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,mixture_distinct_means,normal_mixture,20,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,mixture_distinct_means,normal_mixture,20,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,mixture_distinct_means,normal_mixture,30,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,mixture_distinct_means,normal_mixture,30,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,mixture_distinct_means,normal_mixture,40,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,mixture_distinct_means,normal_mixture,40,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,mixture_distinct_means,normal_mixture,50,acceptable,200,151,0.755,0.6909575644379659,0.8094313191096282,0.06622516556291391,0.03636670105392742,0.11760665338406232,0.9337748344370861,0.8823933466159377,0.9636332989460725,False,False,false_safe
v3_default,mixture_distinct_means,normal_mixture,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,mixture_distinct_means,normal_mixture,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,mixture_distinct_means,normal_mixture,80,acceptable,200,140,0.7,0.6332093162728074,0.7592525531762859,0.07857142857142857,0.04443737597511909,0.13521499290767183,0.9214285714285714,0.8647850070923281,0.9555626240248808,False,False,false_safe
v2,mixture_distinct_means,normal_mixture,80,insufficient,200,3,0.015,0.00511423779325831,0.04316572879269026,0.0,5.551115123125783e-17,0.5614970317550454,1.0,0.4385029682449546,1.0,False,False,false_insufficient
v3_default,mixture_distinct_means,normal_mixture,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,mixture_distinct_means,normal_mixture,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,mixture_distinct_means,normal_mixture,100,insufficient,200,1,0.005,0.0008831687156009814,0.02777370439789293,0.0,0.0,0.7934506856227626,1.0,0.20654931437723745,1.0,False,False,false_insufficient
v3_default,mixture_distinct_means,normal_mixture,100,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,mixture_distinct_means,normal_mixture,100,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,mixture_distinct_means,normal_mixture,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,mixture_distinct_means,normal_mixture,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,mixture_distinct_means,normal_mixture,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,mixture_distinct_means,normal_mixture,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,mixture_distinct_means,normal_mixture,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,mixture_distinct_means,normal_mixture,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,mixture_distinct_means,normal_mixture,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,mixture_distinct_means,normal_mixture,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,mixture_distinct_variances,normal_mixture,5,insufficient,200,79,0.395,0.32984101013207967,0.46411650840714636,0.0379746835443038,0.012998086889435871,0.10580062767684709,0.9620253164556962,0.8941993723231529,0.9870019131105641,False,False,false_insufficient
v3_default,mixture_distinct_variances,normal_mixture,5,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,mixture_distinct_variances,normal_mixture,8,acceptable,200,105,0.525,0.4559739601468475,0.5930837735342891,0.06666666666666667,0.03266588465602071,0.1312556486825412,0.9333333333333333,0.8687443513174588,0.9673341153439793,False,False,false_safe
v2,mixture_distinct_variances,normal_mixture,8,insufficient,200,95,0.475,0.4069162264657108,0.5440260398531525,0.0,0.0,0.038864853539472964,1.0,0.9611351464605271,1.0,False,False,false_insufficient
v3_default,mixture_distinct_variances,normal_mixture,8,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,mixture_distinct_variances,normal_mixture,8,acceptable,200,76,0.38,0.31559005848673627,0.44893281984380773,0.07894736842105263,0.036684005233471775,0.16172743482138074,0.9210526315789473,0.8382725651786193,0.9633159947665283,False,False,false_safe
v2,mixture_distinct_variances,normal_mixture,10,insufficient,200,95,0.475,0.4069162264657108,0.5440260398531525,0.010526315789473684,0.001860576262347903,0.05723870141313616,0.9894736842105263,0.9427612985868637,0.9981394237376521,False,False,false_insufficient
v3_default,mixture_distinct_variances,normal_mixture,10,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,mixture_distinct_variances,normal_mixture,10,acceptable,200,82,0.41,0.34415674908482885,0.4792354096630791,0.07317073170731707,0.033964777256659195,0.1505784380885484,0.926829268292683,0.8494215619114518,0.9660352227433409,False,False,false_safe
v2,mixture_distinct_variances,normal_mixture,15,insufficient,200,113,0.565,0.49570736259794607,0.6318427449730093,0.04424778761061947,0.019045868604199254,0.09941772266211095,0.9557522123893806,0.9005822773378891,0.9809541313958008,False,False,false_insufficient
v3_default,mixture_distinct_variances,normal_mixture,15,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,mixture_distinct_variances,normal_mixture,15,insufficient,200,12,0.06,0.03465219425433187,0.1019316929576627,0.0,2.7755575615628914e-17,0.24249400665524085,1.0,0.7575059933447592,1.0,False,False,false_insufficient
v2,mixture_distinct_variances,normal_mixture,20,insufficient,200,122,0.61,0.5409374595716976,0.6749165686253038,0.00819672131147541,0.0014483909512207002,0.044970800906824746,0.9918032786885246,0.9550291990931754,0.9985516090487794,False,False,false_insufficient
v3_default,mixture_distinct_variances,normal_mixture,20,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,mixture_distinct_variances,normal_mixture,20,insufficient,200,17,0.085,0.05374575017747561,0.13189587071565567,0.058823529411764705,0.010460400984997592,0.26982030637575405,0.9411764705882353,0.7301796936242461,0.9895395990150025,False,False,false_insufficient
v2,mixture_distinct_variances,normal_mixture,30,insufficient,200,153,0.765,0.7015863111723746,0.8184256658476741,0.026143790849673203,0.01021273959970401,0.06528680567187906,0.9738562091503268,0.9347131943281209,0.9897872604002961,False,False,false_insufficient
v3_default,mixture_distinct_variances,normal_mixture,30,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,mixture_distinct_variances,normal_mixture,30,insufficient,200,46,0.23,0.17709343259068805,0.2930830436530359,0.0,0.0,0.07707356308558039,1.0,0.9229264369144198,1.0000000000000002,False,False,false_insufficient
v2,mixture_distinct_variances,normal_mixture,40,acceptable,200,28,0.14,0.09866982633455634,0.1948988086570756,0.10714285714285714,0.03711836682929999,0.27195851548672156,0.8928571428571429,0.7280414845132785,0.9628816331707,False,False,false_safe
v2,mixture_distinct_variances,normal_mixture,40,insufficient,200,161,0.805,0.7445595562538726,0.8539447946559949,0.043478260869565216,0.02121799617304005,0.08701605458297229,0.9565217391304348,0.9129839454170278,0.97878200382696,False,False,false_insufficient
v3_default,mixture_distinct_variances,normal_mixture,40,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,mixture_distinct_variances,normal_mixture,40,insufficient,200,42,0.21,0.15928412069979,0.2716461685990246,0.047619047619047616,0.013157524908905607,0.15789852396958842,0.9523809523809523,0.8421014760304114,0.9868424750910944,False,False,false_insufficient
v2,mixture_distinct_variances,normal_mixture,50,insufficient,200,174,0.87,0.8163364812775159,0.9097179772033067,0.040229885057471264,0.019621735027703077,0.08070053481311339,0.9597701149425287,0.9192994651868867,0.980378264972297,False,False,false_insufficient
v3_default,mixture_distinct_variances,normal_mixture,50,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,mixture_distinct_variances,normal_mixture,50,insufficient,200,45,0.225,0.17262369715089126,0.2877412323566053,0.022222222222222223,0.003933598882833428,0.1156668176841488,0.9777777777777777,0.8843331823158513,0.9960664011171667,False,False,false_insufficient
v3_default,mixture_distinct_variances,normal_mixture,80,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,mixture_distinct_variances,normal_mixture,100,insufficient,200,137,0.685,0.6176504391426966,0.745376790097715,0.043795620437956206,0.020224162577653616,0.09225307923267126,0.9562043795620438,0.9077469207673288,0.9797758374223464,False,False,false_insufficient
v3_default,mixture_distinct_variances,normal_mixture,100,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,mixture_distinct_variances,normal_mixture,100,insufficient,200,38,0.19,0.14167171527790676,0.25001238707599854,0.05263157894736842,0.014554208147292413,0.17285462131770377,0.9473684210526315,0.8271453786822962,0.9854457918527075,False,False,false_insufficient
v2,mixture_distinct_variances,normal_mixture,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,mixture_distinct_variances,normal_mixture,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,mixture_distinct_variances,normal_mixture,200,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,mixture_distinct_variances,normal_mixture,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,mixture_distinct_variances,normal_mixture,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,mixture_distinct_variances,normal_mixture,500,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,mixture_distinct_variances,normal_mixture,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,mixture_distinct_variances,normal_mixture,750,insufficient,200,4,0.02,0.0078044264163494685,0.050287086905826436,0.0,0.0,0.4898908364545973,1.0,0.5101091635454027,1.0,False,False,false_insufficient
v3_default,mixture_distinct_variances,normal_mixture,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,mixture_distinct_variances,normal_mixture,750,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,mixture_distinct_variances,normal_mixture,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_default,mixture_distinct_variances,normal_mixture,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v3_scenario_context,mixture_distinct_variances,normal_mixture,2000,acceptable,200,0,0.0,1.734723475976807e-18,0.018845326377266575,,,,,,,False,False,false_safe
v2,normal,normal,3,insufficient,5000,3066,0.6132,0.5996188187759601,0.6266073735036788,0.04957599478147423,0.04244033189455532,0.0578389375563674,0.9504240052185258,0.9421610624436325,0.9575596681054446,True,True,false_insufficient
v3_default,normal,normal,3,acceptable,5000,0,0.0,0.0,0.0007677019450571244,,,,,,,False,True,false_safe
